Target,Source,n,Weight
66freedom66,positionjesus,1,1
66freedom66,preistaube,1,1
66freedom66,preussen01,1,1
66freedom66,primus5390,3,3
66freedom66,prinzprinz7,1,1
66freedom66,profraika,7,7
66freedom66,proteus93484191,8,8
66freedom66,puffyka81,2,2
66freedom66,pyro_deluxe,1,1
66freedom66,queen_bee_2016,2,2
66freedom66,r_o_g_o_r,1,1
66freedom66,r1chtungsweiser,3,3
66freedom66,r3alrad1o,5,5
66freedom66,r3in3rzuf4ll,4,4
66freedom66,raebhardt,1,1
66freedom66,ragnarr56,6,6
66freedom66,raimundraimund,2,2
66freedom66,rainer42,2,2
66freedom66,rainerhein,1,1
66freedom66,rainerkrause9,6,6
66freedom66,ralbeck,1,1
66freedom66,ralfklein8888,1,1
66freedom66,rambonelli,1,1
66freedom66,ramsesvita,1,1
66freedom66,raschkeandre,2,2
66freedom66,rassekoeterr,1,1
66freedom66,ratinyourboot,2,2
66freedom66,rblron,1,1
66freedom66,reactantionist,1,1
66freedom66,realdutchroots,1,1
66freedom66,realgermanistan,1,1
66freedom66,rebellin70,1,1
66freedom66,redilog,1,1
